model;difficulty_score;difficulty_score_article;difficulty_score_article_capped_100
model_583;37,117086;16,673469;16,673469
model_584;37,112649;17,673469;17,673469
model_585;36,780357;15,908163;15,908163
model_586;36,222300;17,030612;17,030612
model_587;37,723891;17,030612;17,030612
model_588;37,253988;17,438776;17,438776
model_589;37,229181;17,030612;17,030612
model_59;75,748324;193,469388;100,000000
model_590;36,496667;16,734694;16,734694
model_591;37,609604;16,387755;16,387755
model_592;36,294392;14,785714;14,785714
model_593;25,726293;17,734694;17,734694
model_594;25,948873;17,500000;17,500000
model_595;36,294392;14,785714;14,785714
model_596;24,510215;15,795918;15,795918
model_597;24,739175;16,510204;16,510204
model_598;69,220643;265,663265;100,000000
model_599;69,220643;265,663265;100,000000
model_6;20,575825;5,877551;5,877551
model_60;75,748324;193,469388;100,000000
model_600;42,185170;19,846939;19,846939
model_601;33,701207;19,867347;19,867347
model_602;41,293818;17,795918;17,795918
model_603;40,513408;28,673469;28,673469
model_604;62,352342;63,295918;63,295918
model_605;38,432047;17,581633;17,581633
model_606;38,349515;17,816327;17,816327
model_607;55,723916;50,979592;50,979592
model_608;35,197099;18,806122;18,806122
model_609;60,894714;50,214286;50,214286
model_61;75,748324;193,469388;100,000000
model_610;39,353181;25,204082;25,204082
model_611;48,881723;63,795918;63,795918
model_612;50,916715;32,326531;32,326531
model_613;51,196727;46,153061;46,153061
model_614;20,455417;6,683673;6,683673
model_615;20,455417;6,683673;6,683673
model_616;19,649739;6,275510;6,275510
model_617;19,109789;5,867347;5,867347
model_618;18,367450;5,632653;5,632653
model_619;16,897576;5,459184;5,459184
model_62;75,748324;193,469388;100,000000
model_620;16,897576;5,459184;5,459184
model_621;16,897576;5,459184;5,459184
model_622;16,897576;5,459184;5,459184
model_623;15,990916;5,224490;5,224490
model_624;17,044926;5,224490;5,224490
model_625;18,100641;6,806122;6,806122
model_626;34,137838;15,653061;15,653061
model_627;35,083978;19,000000;19,000000
model_628;48,232662;24,581633;24,581633
model_629;24,387404;4,989796;4,989796
model_63;75,748324;193,469388;100,000000
model_630;16,421582;4,173469;4,173469
model_631;29,280506;7,877551;7,877551
model_632;29,280506;7,877551;7,877551
model_633;17,664146;5,693878;5,693878
model_634;14,852637;3,000000;3,000000
model_635;14,852637;3,000000;3,000000
model_636;16,411723;5,408163;5,408163
model_637;16,411723;5,408163;5,408163
model_638;24,431015;6,693878;6,693878
model_639;22,866909;8,520408;8,520408
model_64;75,748324;193,469388;100,000000
model_640;22,866909;8,520408;8,520408
model_641;41,478663;15,918367;15,918367
model_642;17,000877;4,408163;4,408163
model_643;17,000877;4,408163;4,408163
model_644;45,386361;29,295918;29,295918
model_645;18,155402;5,459184;5,459184
model_646;18,155402;5,459184;5,459184
model_647;46,265938;53,591837;53,591837
model_648;14,530437;3,234694;3,234694
model_649;18,343811;5,051020;5,051020
model_65;75,748324;193,469388;100,000000
model_650;14,893535;0,000000;0,000000
model_651;14,893535;0,000000;0,000000
model_652;14,893535;0,000000;0,000000
model_653;14,893535;0,000000;0,000000
model_654;14,893535;0,000000;0,000000
model_655;14,893535;0,000000;0,000000
model_656;14,893535;0,000000;0,000000
model_657;14,893535;0,000000;0,000000
model_658;14,893535;0,000000;0,000000
model_659;14,893535;0,000000;0,000000
model_66;75,748324;193,469388;100,000000
model_660;14,893535;0,000000;0,000000
model_661;14,893535;0,000000;0,000000
model_662;14,893535;0,000000;0,000000
model_663;14,893535;0,000000;0,000000
model_664;14,893535;0,000000;0,000000
model_665;14,893535;0,000000;0,000000
model_666;14,893535;0,000000;0,000000
model_667;14,893535;0,000000;0,000000
model_668;33,186983;0,357143;0,357143
model_669;14,893535;0,000000;0,000000
model_67;75,748324;193,469388;100,000000
model_670;14,893535;0,000000;0,000000
model_671;14,893535;0,000000;0,000000
model_672;14,893535;0,000000;0,000000
model_673;14,893535;0,000000;0,000000
model_674;27,113536;13,459184;13,459184
model_675;36,129729;13,275510;13,275510
model_676;42,762691;32,061224;32,061224
model_677;41,997363;28,846939;28,846939
model_678;41,997363;28,846939;28,846939
model_679;51,179092;34,591837;34,591837
model_68;75,748324;193,469388;100,000000
model_680;51,185482;35,000000;35,000000
model_681;51,185482;35,000000;35,000000
model_682;51,185482;35,000000;35,000000
model_683;51,185482;35,000000;35,000000
model_684;63,509634;61,010204;61,010204
model_685;65,585149;161,367347;100,000000
model_686;65,460230;159,122449;100,000000
model_687;65,460230;159,122449;100,000000
model_688;65,494238;159,112245;100,000000
model_689;65,449807;159,346939;100,000000
model_69;75,748324;193,469388;100,000000
model_690;79,981935;229,122449;100,000000
model_691;88,799657;240,265306;100,000000
model_692;88,799657;240,265306;100,000000
model_693;66,255039;131,581633;100,000000
model_694;88,659171;238,377551;100,000000
model_695;88,799657;240,265306;100,000000
model_696;88,799657;240,265306;100,000000
model_697;18,299804;7,122449;7,122449
model_698;18,299804;7,122449;7,122449
model_699;18,299804;7,122449;7,122449
model_7;33,579312;10,785714;10,785714
model_70;75,748324;193,469388;100,000000
model_700;18,299804;7,122449;7,122449
model_701;18,299804;7,122449;7,122449
model_702;18,299804;7,122449;7,122449
model_703;18,299804;7,122449;7,122449
model_704;18,299804;7,122449;7,122449
model_705;66,255039;131,581633;100,000000
model_706;88,799657;240,265306;100,000000
model_707;88,799657;240,265306;100,000000
model_708;28,525398;16,112245;16,112245
model_709;14,893535;0,000000;0,000000
model_71;75,748324;193,469388;100,000000
model_710;88,899259;184,846939;100,000000
model_711;88,926869;185,255102;100,000000
model_712;88,926869;185,255102;100,000000
model_713;84,425044;194,204082;100,000000
model_714;88,596129;195,734694;100,000000
model_715;88,134141;208,306122;100,000000
model_716;88,084398;208,540816;100,000000
model_717;56,081070;51,938776;51,938776
model_718;69,548735;102,520408;100,000000
model_719;69,944812;112,102041;100,000000
model_72;75,748324;193,469388;100,000000
model_720;69,944812;112,102041;100,000000
model_721;69,179344;165,877551;100,000000
model_722;69,179344;165,877551;100,000000
model_723;69,179344;165,877551;100,000000
model_724;75,931667;83,306122;83,306122
model_725;75,931667;83,306122;83,306122
model_726;58,365034;67,051020;67,051020
model_727;58,365034;67,051020;67,051020
model_728;59,773788;71,683673;71,683673
model_729;59,773788;71,683673;71,683673
model_73;75,748324;193,469388;100,000000
model_730;19,520061;2,948980;2,948980
model_731;19,638817;2,948980;2,948980
model_732;56,924898;48,040816;48,040816
model_733;57,822361;48,571429;48,571429
model_734;69,179344;165,877551;100,000000
model_735;61,187057;59,193878;59,193878
model_736;61,187057;59,193878;59,193878
model_737;61,523926;61,193878;61,193878
model_738;62,340054;65,000000;65,000000
model_739;79,951990;118,336735;100,000000
model_74;75,748324;193,469388;100,000000
model_740;79,951990;118,336735;100,000000
model_741;79,951990;118,336735;100,000000
model_742;79,951990;118,336735;100,000000
model_743;14,893535;0,000000;0,000000
model_744;27,107846;29,469388;29,469388
model_745;27,107846;29,469388;29,469388
model_746;27,107846;29,469388;29,469388
model_747;27,107846;29,469388;29,469388
model_748;27,107846;29,469388;29,469388
model_749;27,107846;29,469388;29,469388
model_75;75,748324;193,469388;100,000000
model_750;27,107846;29,469388;29,469388
model_751;27,107846;29,469388;29,469388
model_752;27,107846;29,469388;29,469388
model_753;27,229326;30,234694;30,234694
model_754;27,229326;30,234694;30,234694
model_755;37,737644;29,642857;29,642857
model_756;34,098342;30,000000;30,000000
model_757;34,098342;30,000000;30,000000
model_758;35,734772;30,765306;30,765306
model_759;39,206505;33,061224;33,061224
model_76;75,748324;193,469388;100,000000
model_760;39,206505;33,061224;33,061224
model_761;39,206505;33,061224;33,061224
model_762;39,206505;33,061224;33,061224
model_763;39,206505;33,061224;33,061224
model_764;39,206505;33,061224;33,061224
model_765;39,206505;33,061224;33,061224
model_766;39,206505;33,061224;33,061224
model_767;39,206505;33,061224;33,061224
model_768;39,206505;33,061224;33,061224
model_769;39,206505;33,061224;33,061224
model_77;75,713529;193,704082;100,000000
model_770;37,904016;44,387755;44,387755
model_771;35,195520;43,479592;43,479592
model_772;35,195520;43,479592;43,479592
model_773;35,195520;43,479592;43,479592
model_774;35,195520;43,479592;43,479592
model_775;35,195520;43,479592;43,479592
model_776;44,527301;48,704082;48,704082
model_777;44,527301;48,704082;48,704082
model_778;44,527301;48,704082;48,704082
model_779;44,527301;48,704082;48,704082
model_78;75,723596;193,061224;100,000000
model_780;44,527301;48,704082;48,704082
model_781;27,107846;29,469388;29,469388
model_782;15,456791;5,040816;5,040816
model_783;15,456791;5,040816;5,040816
model_784;17,092497;5,275510;5,275510
model_785;17,092497;5,275510;5,275510
model_786;20,106881;7,040816;7,040816
model_787;17,168959;5,040816;5,040816
model_788;27,425135;9,275510;9,275510
model_789;15,456791;5,040816;5,040816
model_79;77,517645;194,234694;100,000000
model_790;15,456791;5,040816;5,040816
model_791;28,620568;14,653061;14,653061
model_792;23,955885;7,214286;7,214286
model_793;17,999157;5,510204;5,510204
model_794;24,010856;7,336735;7,336735
model_795;22,541984;8,102041;8,102041
model_796;15,883828;5,857143;5,857143
model_797;16,416832;6,683673;6,683673
model_798;18,129001;6,683673;6,683673
model_799;18,129001;6,683673;6,683673
model_8;43,233492;31,438776;31,438776
model_80;75,892188;195,867347;100,000000
model_800;18,129001;6,683673;6,683673
model_801;16,340516;4,693878;4,693878
model_802;15,120008;6,622449;6,622449
model_803;27,425135;9,275510;9,275510
model_804;16,668574;6,040816;6,040816
model_805;27,294607;8,091837;8,091837
model_806;27,294607;8,091837;8,091837
model_807;27,294607;8,091837;8,091837
model_808;27,294607;8,091837;8,091837
model_809;24,115596;6,979592;6,979592
model_81;80,192104;193,826531;100,000000
model_810;28,839816;10,377551;10,377551
model_811;33,427636;11,724490;11,724490
model_812;33,427636;11,724490;11,724490
model_813;33,687891;11,724490;11,724490
model_814;33,687891;11,724490;11,724490
model_815;15,146106;5,683673;5,683673
model_816;14,912407;3,816327;3,816327
model_817;16,416832;6,683673;6,683673
model_818;16,416832;6,683673;6,683673
model_819;15,146106;5,683673;5,683673
model_82;75,361085;189,795918;100,000000
model_820;37,997221;19,459184;19,459184
model_821;37,997221;19,459184;19,459184
model_822;31,621434;18,816327;18,816327
model_823;31,621434;18,816327;18,816327
model_824;15,948213;4,163265;4,163265
model_825;25,116439;6,510204;6,510204
model_826;13,419550;5,040816;5,040816
model_827;36,430529;17,887755;17,887755
model_828;33,904588;15,193878;15,193878
model_829;18,395294;8,336735;8,336735
model_83;75,361085;189,795918;100,000000
model_830;17,586097;6,806122;6,806122
model_831;32,787466;17,244898;17,244898
model_832;35,879334;17,887755;17,887755
model_833;35,879334;17,887755;17,887755
model_834;33,443821;17,887755;17,887755
model_835;38,482670;17,653061;17,653061
model_836;38,482670;17,653061;17,653061
model_837;38,482670;17,653061;17,653061
model_838;33,050722;17,010204;17,010204
model_839;33,050722;17,010204;17,010204
model_84;75,361085;189,795918;100,000000
model_840;39,349128;18,357143;18,357143
model_841;39,349128;18,357143;18,357143
model_842;39,349128;18,357143;18,357143
model_843;39,349128;18,357143;18,357143
model_844;38,478168;17,010204;17,010204
model_845;39,349128;18,357143;18,357143
model_846;43,239884;43,530612;43,530612
model_847;20,505973;7,336735;7,336735
model_848;57,703226;48,030612;48,030612
model_849;24,934987;6,928571;6,928571
model_85;75,361085;189,795918;100,000000
model_850;19,619261;6,755102;6,755102
model_851;21,160884;6,755102;6,755102
model_852;15,433856;4,459184;4,459184
model_853;25,614236;17,336735;17,336735
model_854;31,100975;21,336735;21,336735
model_855;20,053493;10,663265;10,663265
model_856;20,053493;10,663265;10,663265
model_857;20,053493;10,663265;10,663265
model_858;18,065058;4,816327;4,816327
model_859;23,088960;14,346939;14,346939
model_86;75,469255;187,214286;100,000000
model_860;22,979336;14,581633;14,581633
model_861;13,309453;3,704082;3,704082
model_862;20,494458;6,928571;6,928571
model_863;40,139001;27,275510;27,275510
model_864;24,052587;10,000000;10,000000
model_865;24,052587;10,000000;10,000000
model_866;23,830007;10,234694;10,234694
model_867;56,636537;43,928571;43,928571
model_868;56,636537;43,928571;43,928571
model_869;27,789414;6,755102;6,755102
model_87;75,748324;193,469388;100,000000
model_870;27,108104;8,459184;8,459184
model_871;29,771106;10,744898;10,744898
model_872;28,864446;10,275510;10,275510
model_873;28,864446;10,275510;10,275510
model_874;30,791599;12,153061;12,153061
model_875;31,836554;11,622449;11,622449
model_876;30,585946;11,153061;11,153061
model_877;29,679286;10,683673;10,683673
model_878;32,237959;12,969388;12,969388
model_879;35,155209;17,438776;17,438776
model_88;75,748324;193,469388;100,000000
model_880;28,707184;10,214286;10,214286
model_881;29,415985;10,622449;10,622449
model_882;28,303057;10,214286;10,214286
model_883;28,931947;10,622449;10,622449
model_884;30,708537;12,438776;12,438776
model_885;28,931947;10,622449;10,622449
model_886;28,285541;6,755102;6,755102
model_887;28,285541;6,755102;6,755102
model_888;28,285541;6,755102;6,755102
model_889;28,285541;6,755102;6,755102
model_89;78,462047;193,469388;100,000000
model_890;28,708100;10,622449;10,622449
model_891;27,209693;9,806122;9,806122
model_892;28,298834;7,163265;7,163265
model_893;28,298834;7,163265;7,163265
model_894;28,298834;7,163265;7,163265
model_895;28,298834;7,163265;7,163265
model_896;30,122818;12,204082;12,204082
model_897;25,157886;6,755102;6,755102
model_898;31,649591;11,969388;11,969388
model_899;44,406848;18,775510;18,775510
model_9;18,658442;5,530612;5,530612
model_90;80,884829;193,469388;100,000000
model_900;20,808349;4,224490;4,224490
model_901;32,954371;12,969388;12,969388
model_902;32,367811;8,112245;8,112245
model_903;76,580096;152,469388;100,000000
model_904;76,088807;144,173469;100,000000
model_905;76,088807;144,173469;100,000000
model_906;76,088807;144,173469;100,000000
model_907;76,955260;152,816327;100,000000
model_908;23,060874;5,530612;5,530612
model_909;23,060874;5,530612;5,530612
model_91;81,671454;193,469388;100,000000
model_910;23,060874;5,530612;5,530612
model_911;22,123497;8,530612;8,530612
model_912;22,123497;8,530612;8,530612
model_913;22,234861;8,112245;8,112245
model_914;22,234861;8,112245;8,112245
model_915;22,234861;8,112245;8,112245
model_916;40,495588;24,071429;24,071429
model_917;44,154218;29,479592;29,479592
model_918;44,154218;29,479592;29,479592
model_919;40,495588;24,071429;24,071429
model_92;81,671454;193,469388;100,000000
model_920;40,495588;24,071429;24,071429
model_921;21,161744;8,479592;8,479592
model_922;23,239323;5,275510;5,275510
model_923;44,232286;29,244898;29,244898
model_924;40,653328;19,602041;19,602041
model_925;70,627226;187,142857;100,000000
model_926;70,627226;187,142857;100,000000
model_927;70,827873;191,224490;100,000000
model_928;70,827873;191,224490;100,000000
model_929;76,448246;186,275510;100,000000
model_93;83,320341;193,469388;100,000000
model_930;76,758286;189,142857;100,000000
model_931;76,758286;189,142857;100,000000
model_932;73,830085;183,387755;100,000000
model_933;52,264689;137,642857;100,000000
model_934;52,264689;137,642857;100,000000
model_935;52,264689;137,642857;100,000000
model_936;52,264689;137,642857;100,000000
model_937;80,169107;294,306122;100,000000
model_938;80,156907;295,071429;100,000000
model_939;80,094055;294,948980;100,000000
model_94;85,818443;193,469388;100,000000
model_940;80,175948;294,948980;100,000000
model_941;80,081930;295,714286;100,000000
model_942;80,163823;295,714286;100,000000
model_943;80,330122;300,346939;100,000000
model_944;80,317941;301,112245;100,000000
model_945;15,327794;3,581633;3,581633
model_946;15,327794;3,581633;3,581633
model_947;13,556828;3,816327;3,816327
model_948;15,913250;3,346939;3,346939
model_949;15,913250;3,346939;3,346939
model_95;73,571133;145,479592;100,000000
model_950;15,913250;3,346939;3,346939
model_951;15,913250;3,346939;3,346939
model_952;15,913250;3,346939;3,346939
model_953;15,913250;3,346939;3,346939
model_954;15,913250;3,346939;3,346939
model_955;15,913250;3,346939;3,346939
model_956;15,913250;3,346939;3,346939
model_957;26,791286;9,632653;9,632653
model_958;20,018199;8,561224;8,561224
model_959;15,913250;3,346939;3,346939
model_96;63,965813;148,591837;100,000000
model_960;21,390983;5,755102;5,755102
model_961;21,390983;5,755102;5,755102
model_962;22,418042;8,693878;8,693878
model_963;49,700535;41,581633;41,581633
model_964;21,806371;5,520408;5,520408
model_965;21,806371;5,520408;5,520408
model_966;21,806371;5,520408;5,520408
model_967;21,806371;5,520408;5,520408
model_968;21,806371;5,520408;5,520408
